index,category,country,longitude,latitude,cloud_cover,year,month,day
31,tunnel_opening,CHN,116.0275416424,40.33438455564,5,2012,8,23
32,tunnel_opening,CHN,121.6101702418,28.34806552536,0,2012,12,4
33,tunnel_opening,KOR,127.7120772424,34.95716329374,0,2012,3,15
34,tunnel_opening,KOR,127.6526590428,34.96335692224,0,2012,3,15
35,tunnel_opening,CHN,108.5369502424,30.949979067940003,1,2009,9,22
36,tunnel_opening,CHN,108.7132146418,30.938897322699997,1,2009,9,22
37,tunnel_opening,CHN,110.7292515424,31.917665881980003,10,2010,7,7
38,tunnel_opening,KOR,127.1803030424,36.76736151668,1,2006,5,1
39,tunnel_opening,CHN,121.1432230424,28.111615135320005,0,2012,11,14
40,tunnel_opening,CHN,121.2291035424,28.82198033064,0,2012,10,15
41,tunnel_opening,CHN,121.2291035424,28.82198033064,54,2012,11,2
42,tunnel_opening,CHN,108.94770559794922,33.992991636763485,0,2010,12,19
43,tunnel_opening,CHN,118.4794417424,28.28042606996,5,2010,11,14
44,tunnel_opening,PRK,125.9277827424,39.10858534156,0,2010,12,13
45,tunnel_opening,PRK,125.9277827424,39.10858534156,0,2010,10,24
46,tunnel_opening,PRK,125.9277827424,39.10858534156,0,2010,5,1
47,tunnel_opening,PRK,125.9277827424,39.10858534156,0,2010,5,1
48,tunnel_opening,PRK,126.4499093894,39.07909964378,0,2007,1,21
49,tunnel_opening,PRK,126.4499093894,39.07909964378,0,2011,9,23
50,tunnel_opening,PRK,126.4499093894,39.07909964378,0,2008,10,12
51,tunnel_opening,PRK,126.4499093894,39.07909964378,19,2004,9,26
52,tunnel_opening,CHN,118.4626558424,29.098753997440003,5,2010,11,14
53,tunnel_opening,CHN,121.6036830428,28.98280064942,0,2012,12,4
54,tunnel_opening,CHN,100.87273474239998,22.03135941508,26,2012,8,12
55,tunnel_opening,KOR,127.7123186428,34.95849100038,0,2012,3,15
56,tunnel_opening,CHN,102.6356487428,29.3405476371,0,2012,4,1
57,tunnel_opening,CHN,123.4524316424,41.74731681152,0,2010,12,1
58,tunnel_opening,CHN,123.4524316424,41.74731681152,16,2012,11,7
59,tunnel_opening,CHN,123.4524316424,41.74731681152,0,2011,11,15
60,tunnel_opening,CHN,123.4524316424,41.74731681152,0,2009,4,2
61,tunnel_opening,CHN,120.8153052424,27.946344716839995,0,2012,10,3
62,tunnel_opening,CHN,120.8153052424,27.946344716839995,7,2012,9,17
63,tunnel_opening,CHN,116.4300879424,39.90661666968,0,2010,9,27
64,tunnel_opening,CHN,116.4300879424,39.90661666968,0,2009,12,22
65,tunnel_opening,KOR,126.8314725424,37.31647314314,0,2012,1,10
66,tunnel_opening,CHN,120.3100902428,29.60919678868,17,2012,11,11
67,tunnel_opening,CHN,120.3100902428,29.60919678868,14,2009,12,23
68,tunnel_opening,PRK,126.3282374424,40.26201128408,0,2010,12,31
69,tunnel_opening,PRK,126.3282374424,40.26201128408,0,2006,12,3
70,tunnel_opening,PRK,126.3282374424,40.26201128408,24,2007,1,3
71,tunnel_opening,PRK,126.3282374424,40.26201128408,23,2009,10,23
72,tunnel_opening,PRK,126.3282374424,40.26201128408,0,2007,1,31
73,tunnel_opening,CHN,121.0407898424,30.91572892762,29,2012,10,4
74,tunnel_opening,CHN,105.3501053428,32.83301947916,6,2012,7,5
75,tunnel_opening,CHN,105.3887953428,35.68865825374,0,2012,11,12
76,tunnel_opening,CHN,121.8048087424,31.143993064040004,22,2012,8,30
77,tunnel_opening,CHN,121.8048087424,31.143993064040004,2,2012,11,14
78,tunnel_opening,KOR,127.7376414428,34.979999698079986,0,2012,3,15
79,tunnel_opening,CHN,121.2151652418,28.811340289259995,54,2012,11,2
80,tunnel_opening,CHN,121.2151652418,28.811340289259995,0,2012,11,14
81,tunnel_opening,CHN,121.2151652418,28.811340289259995,0,2012,10,15
82,tunnel_opening,CHN,120.3081360418,28.11209413666,0,2009,12,6
83,tunnel_opening,CHN,119.9427941428,27.83162148946,4,2009,11,7
84,tunnel_opening,CHN,119.9427941428,27.83162148946,0,2011,11,24
85,tunnel_opening,CHN,112.2511005424,23.76776380138,1,2012,10,22
86,tunnel_opening,CHN,121.1121864424,28.897638821500006,54,2012,11,2
87,tunnel_opening,CHN,121.1121864424,28.897638821500006,0,2012,11,14
88,tunnel_opening,CHN,118.76588384240002,30.0177323049,0,2012,10,19
89,tunnel_opening,CHN,118.4144472424,29.209048324940003,5,2010,11,14
90,tunnel_opening,CHN,118.4277539424,29.146139180820004,5,2010,11,14
91,tunnel_opening,CHN,121.3390013428,29.27380977712,2,2012,12,19
92,tunnel_opening,CHN,121.3390013428,29.27380977712,0,2012,1,26
93,tunnel_opening,CHN,121.3390013428,29.27380977712,11,2012,10,15
94,tunnel_opening,CHN,106.4734850428,32.24757047572,5,2012,4,20
95,tunnel_opening,CHN,118.4489205424,28.19781475868,0,2011,10,19
96,tunnel_opening,CHN,118.4489205424,28.19781475868,5,2010,11,14
97,tunnel_opening,CHN,120.2666514418,31.52552064212,1,2012,6,12
98,tunnel_opening,CHN,120.2666514418,31.52552064212,0,2011,9,3
99,tunnel_opening,CHN,120.2666514418,31.52552064212,11,2012,6,12
100,tunnel_opening,CHN,104.1278239428,30.526487446040004,5,2007,2,3
101,tunnel_opening,CHN,120.3717998418,27.50503978164,0,2010,3,18
102,tunnel_opening,CHN,120.3717998418,27.50503978164,1,2011,12,19
103,tunnel_opening,CHN,106.5618336418,34.47635411818,7,2011,10,7
104,tunnel_opening,CHN,103.9559252424,30.59976534188,5,2011,1,11
105,tunnel_opening,CHN,119.26206624239998,26.052134868120003,0,2010,11,2
106,tunnel_opening,CHN,119.26206624239998,26.052134868120003,18,2007,7,4
107,tunnel_opening,CHN,119.26206624239998,26.052134868120003,47,2007,7,25
108,tunnel_opening,CHN,111.9256712424,22.98597292902,1,2012,10,22
109,tunnel_opening,CHN,111.9256712424,22.98597292902,0,2012,12,31
110,tunnel_opening,CHN,120.9279056424,29.29203734778,2,2009,4,10
111,tunnel_opening,CHN,120.9279056424,29.29203734778,0,2012,11,18
112,tunnel_opening,CHN,120.9279056424,29.29203734778,0,2012,11,14
113,tunnel_opening,CHN,109.5302173424,36.35048374494001,0,2012,3,29
114,tunnel_opening,CHN,117.9631302418,40.940437685700005,0,2011,9,5
115,tunnel_opening,PRK,125.8520831854,39.75547053358,0,2010,8,2
116,tunnel_opening,KOR,127.1402687424,36.77452825084,1,2006,5,1
117,tunnel_opening,CHN,120.5764052428,28.106271115220004,0,2012,10,15
118,tunnel_opening,CHN,116.0699370424,28.58968254256,8,2010,9,20
119,tunnel_opening,CHN,116.0699370424,28.58968254256,0,2008,3,27
120,tunnel_opening,CHN,116.0699370424,28.58968254256,6,2012,8,5
121,tunnel_opening,KOR,127.4315048418,36.81825175922,0,2007,2,11
122,tunnel_opening,CHN,118.9657886424,27.614409284579995,6,2012,9,8
123,tunnel_opening,CHN,118.9657886424,27.614409284579995,0,2010,3,12
124,tunnel_opening,CHN,121.4330327428,29.39666485576,11,2012,10,15
125,tunnel_opening,CHN,107.4963334424,29.473313556020003,0,2010,8,3
126,tunnel_opening,CHN,109.4600489424,36.5944230967,0,2012,3,29
127,tunnel_opening,CHN,120.7257374428,28.41630588358,19,2010,11,20
128,tunnel_opening,CHN,120.7257374428,28.41630588358,1,2012,11,7
129,tunnel_opening,CHN,100.1966531424,25.91032277354001,2,2012,10,25
130,tunnel_opening,CHN,117.5362599424,26.689324722860004,1,2012,7,2
131,tunnel_opening,CHN,114.09732924240002,22.591798412,0,2010,11,3
132,tunnel_opening,CHN,120.5767973428,28.10420440696,0,2012,10,15
133,tunnel_opening,CHN,113.9661565424,22.57801416938,5,2010,8,4
134,tunnel_opening,CHN,113.9661565424,22.57801416938,2,2011,4,11
135,tunnel_opening,CHN,104.7317327424,28.419083894560004,0,2011,11,9
136,tunnel_opening,CHN,121.6079826418,28.87542093546,0,2012,12,4
137,tunnel_opening,CHN,120.8020539424,28.03489604748,15,2009,9,6
138,tunnel_opening,CHN,120.8020539424,28.03489604748,0,2012,10,3
139,tunnel_opening,CHN,111.1857794418,38.92640813154,0,2012,12,23
140,tunnel_opening,CHN,119.9518634424,28.67612097242,0,2011,11,24
141,tunnel_opening,KOR,127.5409239424,36.79440664601999,0,2007,2,11
142,tunnel_opening,CHN,113.9198650424,37.92160377562,0,2011,2,4
143,tunnel_opening,PRK,126.4097551424,38.23370480314,1,2008,12,28
144,tunnel_opening,PRK,126.4097551424,38.23370480314,0,2012,12,20
145,tunnel_opening,CHN,120.2209458424,28.00743984512,3,2009,11,25
146,tunnel_opening,CHN,120.2209458424,28.00743984512,0,2009,12,6
147,tunnel_opening,CHN,120.2209458424,28.00743984512,7,2012,9,17
148,tunnel_opening,KOR,127.1765372418,36.78165738504,1,2006,5,1
149,tunnel_opening,CHN,120.3813037424,29.37295746312,14,2009,12,23
150,tunnel_opening,CHN,116.1323244428,39.91343170392,0,2010,9,27
151,tunnel_opening,CHN,106.4756736428,32.247859476799995,5,2012,4,20
152,tunnel_opening,KOR,127.7122887424,34.746407336740006,0,2012,3,15
153,tunnel_opening,CHN,121.4575263424,29.28877563518,11,2012,10,15
154,tunnel_opening,CHN,119.9437521418,28.4327887466,0,2011,11,24
155,tunnel_opening,CHN,122.0633708428,37.515093401360005,1,2012,10,12
156,tunnel_opening,CHN,118.5679823424,32.07569134754,0,2012,12,8
157,tunnel_opening,CHN,118.5679823424,32.07569134754,3,2012,9,16
158,tunnel_opening,CHN,118.5679823424,32.07569134754,0,2010,10,31
159,tunnel_opening,PRK,126.4282596898,38.2098301857,0,2012,12,20
160,tunnel_opening,PRK,126.4282596898,38.2098301857,1,2008,12,28
161,tunnel_opening,CHN,113.0374001424,22.57840657088,0,2011,12,23
162,tunnel_opening,CHN,119.9244548424,29.9822853639,0,2012,10,1
163,tunnel_opening,CHN,119.9244548424,29.9822853639,0,2011,11,24
164,tunnel_opening,CHN,120.6250560418,28.08028311792,1,2012,11,7
165,tunnel_opening,CHN,120.6250560418,28.08028311792,19,2010,11,20
166,tunnel_opening,CHN,121.7498199424,29.51786423012,0,2009,1,15
167,tunnel_opening,CHN,116.0118103424,29.65447206714,8,2010,9,20
168,tunnel_opening,CHN,116.0118103424,29.65447206714,3,2007,7,29
169,tunnel_opening,CHN,119.3131216424,36.69409776878,0,2011,12,10
170,tunnel_opening,CHN,119.3131216424,36.69409776878,0,2009,12,28
171,tunnel_opening,CHN,119.3131216424,36.69409776878,7,2012,6,3
172,tunnel_opening,CHN,104.3807891428,28.6293964938,5,2012,2,23
173,tunnel_opening,CHN,104.3807891428,28.6293964938,3,2012,2,23
174,tunnel_opening,CHN,120.7806629424,28.05985424058,0,2012,10,3
175,tunnel_opening,CHN,120.7806629424,28.05985424058,14,2012,1,1
176,tunnel_opening,CHN,111.8982038428,22.97842620588,0,2012,12,31
177,tunnel_opening,CHN,111.8982038428,22.97842620588,1,2012,10,22
178,tunnel_opening,CHN,117.9608418424,28.853999353640003,33,2012,12,24
179,tunnel_opening,CHN,112.2544598428,23.736189400440008,1,2012,10,22
180,tunnel_opening,CHN,108.9287053424,33.97576238042,0,2010,12,19
181,tunnel_opening,KOR,127.1821088424,36.7679645195,1,2006,5,1
182,tunnel_opening,CHN,121.7209564424,29.963218788340004,0,2009,1,15
183,tunnel_opening,PRK,125.8868530424,39.591692472000005,0,2005,11,9
184,tunnel_opening,PRK,125.8868530424,39.591692472000005,0,2004,3,7
185,tunnel_opening,PRK,125.8868530424,39.591692472000005,0,2003,10,30
186,tunnel_opening,CHN,117.2902449424,36.6155396965,0,2012,11,1
187,tunnel_opening,CHN,109.7383244428,33.79471507844001,0,2012,12,9
188,tunnel_opening,CHN,120.3158939418,30.18556977532,17,2012,11,11
189,tunnel_opening,CHN,121.2934539424,29.6730822405,0,2012,1,26
190,tunnel_opening,CHN,117.7267284424,35.81941756032,0,2012,3,25
191,tunnel_opening,CHN,117.7267284424,35.81941756032,0,2010,1,21
192,tunnel_opening,CHN,117.7267284424,35.81941756032,11,2012,10,14
193,tunnel_opening,CHN,117.7267284424,35.81941756032,0,2012,3,11
194,tunnel_opening,CHN,121.2978652424,29.107207429920003,2,2012,12,19
195,tunnel_opening,CHN,121.2978652424,29.107207429920003,0,2012,1,26
196,tunnel_opening,CHN,118.4792626424,28.90155653608,5,2010,11,14
197,tunnel_opening,CHN,120.5162382424,29.41925874396,0,2009,12,23
198,tunnel_opening,CHN,120.5162382424,29.41925874396,0,2012,3,25
199,tunnel_opening,CHN,113.3501340424,23.1542962545,0,2011,10,19
200,tunnel_opening,CHN,121.8109501428,31.12764019682,22,2012,8,30
201,tunnel_opening,CHN,121.8109501428,31.12764019682,2,2012,11,14
202,tunnel_opening,CHN,120.3121285428,28.140354543240004,0,2009,12,6
203,tunnel_opening,CHN,111.4709568424,26.72331364388,0,2012,3,27
204,tunnel_opening,CHN,119.6376415424,29.79195770938,0,2010,12,8
205,tunnel_opening,CHN,119.6376415424,29.79195770938,3,2012,9,20
206,tunnel_opening,CHN,117.9977962424,25.50614617688,15,2012,5,8
207,tunnel_opening,CHN,110.17093934240002,25.28656092588,0,2011,11,20
208,tunnel_opening,CHN,116.0140789424,29.65428836642,8,2010,9,20
209,tunnel_opening,CHN,116.0140789424,29.65428836642,3,2007,7,29
210,tunnel_opening,CHN,121.4650369424,31.2501419008,4,2008,11,27
211,tunnel_opening,CHN,121.4650369424,31.2501419008,14,2008,7,11
212,tunnel_opening,CHN,121.4650369424,31.2501419008,0,2009,12,31
213,tunnel_opening,CHN,121.4650369424,31.2501419008,0,2009,4,2
214,tunnel_opening,CHN,116.3605587424,36.109839415100005,1,2012,3,27
215,tunnel_opening,CHN,116.3605587424,36.109839415100005,11,2012,3,30
216,tunnel_opening,CHN,119.17051524180002,27.09653728952,0,2010,11,2
217,tunnel_opening,CHN,118.5115637424,28.3727577187,0,2011,11,21
218,tunnel_opening,CHN,121.4272543424,30.0767324405,0,2009,12,20
219,tunnel_opening,CHN,121.4272543424,30.0767324405,0,2009,12,31
220,tunnel_opening,CHN,120.9443552424,30.438549290540003,29,2012,10,4
221,tunnel_opening,CHN,113.78495314239998,23.257831479880004,22,2011,4,14
222,tunnel_opening,CHN,117.9874152424,41.01466237211999,0,2011,9,5
223,tunnel_opening,CHN,117.9874152424,41.01466237211999,2,2011,3,27
224,tunnel_opening,CHN,110.3718514424,36.06852992218,1,2012,5,6
225,tunnel_opening,KOR,127.7134302424,34.745791033939994,0,2012,3,15
226,tunnel_opening,CHN,116.12798554239998,39.91733812424,0,2010,9,27
227,tunnel_opening,CHN,115.58995154180002,40.0200458469,3,2012,8,23
228,tunnel_opening,CHN,119.3218230418,29.849273536020004,0,2012,9,30
229,tunnel_opening,CHN,109.5401965418,36.2237883494,0,2012,3,29
230,tunnel_opening,CHN,121.3890856424,28.35604605578,28,2011,8,21
231,tunnel_opening,KOR,127.7942153418,34.988760338,0,2012,3,15
232,tunnel_opening,CHN,119.8797584418,28.6248200765,0,2011,11,24
233,tunnel_opening,KOR,127.4311056428,36.82793890492,0,2007,2,11
234,tunnel_opening,CHN,114.9000515424,30.00535705554,0,2010,1,2
235,tunnel_opening,CHN,117.6364218428,26.31169898074,12,2006,9,24
236,tunnel_opening,CHN,117.6364218428,26.31169898074,2,2007,10,25
237,tunnel_opening,CHN,117.6364218428,26.31169898074,0,2011,4,25
238,tunnel_opening,CHN,109.8014862418,33.755954406659995,0,2012,12,9
239,tunnel_opening,CHN,109.3338705418,35.92189953822,0,2012,4,4
240,tunnel_opening,PRK,125.7597904418,39.06000079882,0,2010,12,12
241,tunnel_opening,PRK,125.7597904418,39.06000079882,0,2010,10,24
242,tunnel_opening,PRK,125.7597904418,39.06000079882,0,2010,4,25
243,tunnel_opening,PRK,125.7597904418,39.06000079882,0,2010,4,25
244,tunnel_opening,PRK,125.7597904418,39.06000079882,0,2010,10,7
245,tunnel_opening,PRK,125.7597904418,39.06000079882,0,2009,12,20
246,tunnel_opening,CHN,116.2730250424,39.79080678032,0,2011,11,20
247,tunnel_opening,CHN,116.2730250424,39.79080678032,0,2011,11,23
248,tunnel_opening,CHN,119.6458315424,28.18211750004,1,2012,11,27
249,tunnel_opening,CHN,119.6458315424,28.18211750004,0,2010,12,8
250,tunnel_opening,CHN,108.5683102424,30.959662807720004,1,2009,9,22
251,tunnel_opening,CHN,117.0230026424,25.711429883340006,12,2006,9,24
252,tunnel_opening,CHN,100.1075781424,25.9000686373,21,2012,9,25
253,tunnel_opening,CHN,100.1075781424,25.9000686373,2,2012,10,25
254,tunnel_opening,CHN,121.1963665424,28.793555222,54,2012,11,2
255,tunnel_opening,CHN,121.1963665424,28.793555222,0,2012,11,14
256,tunnel_opening,CHN,103.0391325428,24.8706885213,0,2012,2,1
257,tunnel_opening,CHN,114.1498066424,23.59254164058,0,2010,11,3
258,tunnel_opening,PRK,125.72851028979996,38.57650219270001,0,2012,11,14
259,tunnel_opening,PRK,125.72851028979996,38.57650219270001,0,2002,4,20
260,tunnel_opening,PRK,125.72851028979996,38.57650219270001,0,2005,1,7
261,tunnel_opening,PRK,125.72851028979996,38.57650219270001,0,2008,1,8
262,tunnel_opening,PRK,125.72851028979996,38.57650219270001,0,2006,11,12
263,tunnel_opening,PRK,125.72851028979996,38.57650219270001,0,2007,10,15
264,tunnel_opening,CHN,113.2700417428,23.90384093992,0,2010,10,28
265,tunnel_opening,CHN,107.8553113424,31.61705992334,17,2011,8,9
266,tunnel_opening,CHN,107.8553113424,31.61705992334,11,2011,6,15
267,tunnel_opening,CHN,107.8553113424,31.61705992334,0,2011,5,19
268,tunnel_opening,CHN,118.1398780424,31.026175079800005,0,2010,11,22
269,tunnel_opening,CHN,119.39887954239998,25.97267889058,47,2007,7,25
270,tunnel_opening,CHN,102.7475595424,29.6309761745,0,2012,4,1
271,tunnel_opening,CHN,120.5956903424,28.1533197914,0,2012,10,15
272,tunnel_opening,CHN,120.5956903424,28.1533197914,19,2010,11,20
273,tunnel_opening,CHN,120.5956903424,28.1533197914,1,2012,11,7
274,tunnel_opening,CHN,113.3530671424,23.234011704979995,0,2011,10,19
275,tunnel_opening,CHN,109.3210520428,36.85674534248,0,2012,12,31
276,tunnel_opening,CHN,118.8946800424,40.38612012162,0,2011,9,19
277,tunnel_opening,CHN,110.5689138428,25.63249681102,0,2011,11,20
278,tunnel_opening,CHN,114.1572991424,23.596105652660004,0,2010,11,3
279,tunnel_opening,CHN,119.7041820424,28.310024081580003,1,2012,11,27
280,tunnel_opening,CHN,119.7041820424,28.310024081580003,0,2010,12,8
281,tunnel_opening,KOR,127.4263031424,36.69500537344,0,2007,2,11
282,tunnel_opening,CHN,120.35859354240002,29.49897475626,14,2009,12,23
283,tunnel_opening,CHN,120.02255544240002,27.780002497519995,4,2009,11,7
284,tunnel_opening,CHN,110.5165105424,24.784536233340003,0,2009,12,5
285,tunnel_opening,CHN,121.2931453424,29.12757580862,0,2012,1,26
286,tunnel_opening,CHN,117.83669644239998,40.46538642904,0,2011,9,5
287,tunnel_opening,CHN,105.4084375424,32.61472574092001,6,2012,7,5
288,tunnel_opening,CHN,105.4084375424,32.61472574092001,1,2010,4,23
289,tunnel_opening,CHN,114.9892028424,40.85052731928001,1,2011,4,27
290,tunnel_opening,CHN,114.9892028424,40.85052731928001,4,2010,8,25
291,tunnel_opening,CHN,119.2333441428,28.745387137340003,1,2011,11,25
292,tunnel_opening,PRK,126.4806954394,38.04859349556,0,2011,10,31
293,tunnel_opening,PRK,126.4806954394,38.04859349556,0,2012,12,20
294,tunnel_opening,PRK,126.4806954394,38.04859349556,0,2010,9,7
295,tunnel_opening,PRK,126.4806954394,38.04859349556,0,2010,5,7
296,tunnel_opening,CHN,115.0226864424,22.8111150868,0,2010,11,25
297,tunnel_opening,PRK,125.7604469424,39.79476270046,0,2010,8,2
298,tunnel_opening,CHN,119.1655357424,29.293488853840003,1,2011,11,25
299,tunnel_opening,CHN,108.9467285424,33.990521445839995,0,2010,12,19
300,tunnel_opening,CHN,104.6162183428,25.98967774996,5,2012,12,20
301,tunnel_opening,CHN,119.6076585424,28.130463605760003,0,2010,12,8
302,tunnel_opening,CHN,119.6076585424,28.130463605760003,1,2012,11,27
303,tunnel_opening,CHN,114.0545607424,22.94362799748,9,2005,11,16
304,tunnel_opening,CHN,120.3875128424,29.23182951342,0,2011,5,20
305,tunnel_opening,CHN,120.3875128424,29.23182951342,14,2009,12,23
306,tunnel_opening,CHN,120.3875128424,29.23182951342,0,2011,5,20
307,tunnel_opening,CHN,119.4428187418,26.00254129454,47,2007,7,25
308,tunnel_opening,CHN,119.4428187418,26.00254129454,0,2008,12,2
309,tunnel_opening,CHN,119.4428187418,26.00254129454,0,2009,3,15
310,tunnel_opening,CHN,120.5114322424,29.41936894464,0,2009,12,23
311,tunnel_opening,CHN,120.5114322424,29.41936894464,0,2012,3,25
312,tunnel_opening,CHN,120.4217609424,27.32834763342,1,2011,12,19
313,tunnel_opening,CHN,120.4217609424,27.32834763342,0,2012,12,19
314,tunnel_opening,PRK,125.6748809394,39.005349225020005,0,2009,12,20
315,tunnel_opening,PRK,125.6748809394,39.005349225020005,0,2010,4,25
316,tunnel_opening,PRK,125.6748809394,39.005349225020005,0,2010,4,3
317,tunnel_opening,CHN,119.2767826424,26.09700192504,0,2010,11,2
318,tunnel_opening,CHN,119.2767826424,26.09700192504,18,2007,7,4
319,tunnel_opening,KOR,127.5271572418,36.72588092036,0,2007,2,11
320,tunnel_opening,CHN,118.2517950424,36.53373430958,0,2011,11,13
321,tunnel_opening,CHN,120.1868294428,27.90822377462,7,2012,9,17
322,tunnel_opening,CHN,120.1868294428,27.90822377462,3,2009,11,25
323,tunnel_opening,CHN,109.2264833428,35.6097916889,0,2012,4,4
324,tunnel_opening,CHN,114.5773506428,22.64394607188,0,2011,12,2
325,tunnel_opening,CHN,112.5654007424,23.4043855433,19,2012,8,24
326,tunnel_opening,CHN,112.5654007424,23.4043855433,10,2011,11,23
327,tunnel_opening,PRK,125.7599622394,39.0597067964,0,2010,4,25
328,tunnel_opening,PRK,125.7599622394,39.0597067964,0,2010,4,25
329,tunnel_opening,PRK,125.7599622394,39.0597067964,0,2010,10,24
330,tunnel_opening,PRK,125.7599622394,39.0597067964,0,2009,12,20
331,tunnel_opening,PRK,125.7599622394,39.0597067964,0,2010,10,7
332,tunnel_opening,PRK,125.7599622394,39.0597067964,0,2010,12,13
333,tunnel_opening,PRK,125.7599622394,39.0597067964,0,2010,12,12
334,tunnel_opening,PRK,126.37778314279998,39.894437507460005,4,2011,9,20
335,tunnel_opening,PRK,126.37778314279998,39.894437507460005,0,2011,9,23
336,tunnel_opening,PRK,126.37778314279998,39.894437507460005,0,2011,4,19
337,tunnel_opening,PRK,126.37778314279998,39.894437507460005,0,2002,11,4
338,tunnel_opening,PRK,126.37778314279998,39.894437507460005,24,2007,1,3
339,tunnel_opening,PRK,126.37778314279998,39.894437507460005,0,2010,12,31
340,tunnel_opening,PRK,126.37778314279998,39.894437507460005,27,2008,2,21
341,tunnel_opening,CHN,120.1259024424,27.77717078716,3,2009,11,25
342,tunnel_opening,JPN,127.7492789424,26.25021366336,0,2010,3,13
343,tunnel_opening,PRK,126.3176377424,39.97390511164,0,2011,4,19
344,tunnel_opening,PRK,126.3176377424,39.97390511164,0,2007,3,18
345,tunnel_opening,PRK,126.3176377424,39.97390511164,24,2007,1,3
346,tunnel_opening,PRK,126.3176377424,39.97390511164,0,2011,9,23
347,tunnel_opening,PRK,126.3176377424,39.97390511164,0,2010,12,31
348,tunnel_opening,PRK,126.3176377424,39.97390511164,0,2011,9,23
349,tunnel_opening,CHN,112.8097448424,27.86559881486,0,2011,2,7
350,tunnel_opening,CHN,112.8097448424,27.86559881486,1,2010,9,17
351,tunnel_opening,CHN,118.0015740424,40.7937209242,0,2011,9,5
352,tunnel_opening,CHN,121.2251183424,29.02794482352,0,2012,1,26
353,tunnel_opening,CHN,121.2251183424,29.02794482352,54,2012,11,2
354,tunnel_opening,CHN,103.34261264239998,26.30471425634,2,2012,2,20
355,tunnel_opening,CHN,111.27168034180002,38.82887074604,0,2012,12,23
356,tunnel_opening,CHN,118.0366221424,30.315983797540003,0,2010,2,20
357,tunnel_opening,TWN,120.4194828418,22.820704516400003,0,2010,4,9
358,tunnel_opening,CHN,120.2831950424,36.00140220822,1,2011,11,13
359,tunnel_opening,CHN,120.2831950424,36.00140220822,0,2012,9,30
360,tunnel_opening,KOR,126.6924584418,37.50841386952,6,2006,8,4
361,tunnel_opening,CHN,112.5762121418,23.39791702222,10,2011,11,23
362,tunnel_opening,CHN,118.5833418428,28.948112815440005,0,2011,11,21
363,tunnel_opening,CHN,118.5833418428,28.948112815440005,15,2012,12,8
364,tunnel_opening,CHN,111.4010128418,27.19682535408,24,2011,8,28
365,tunnel_opening,CHN,118.4945099424,28.3558661547,0,2011,11,21
366,tunnel_opening,CHN,118.4945099424,28.3558661547,5,2010,11,14
367,tunnel_opening,CHN,117.07506474279998,25.729522646200003,12,2006,9,24
368,tunnel_opening,PRK,126.3945437418,38.253571200900005,0,2012,12,20
369,tunnel_opening,CHN,119.8674800424,27.48566151018,0,2011,11,24
370,tunnel_opening,CHN,119.6367077424,27.97535102514,1,2012,11,27
371,tunnel_opening,CHN,116.2120362424,29.72891796078,0,2011,12,4
372,tunnel_opening,CHN,121.0913067428,28.88960668996,0,2012,11,14
